Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
75 	 20 	 0.000000002135000 	 0.000000000446972 	 0.873716350303901 	 19.220 	  1519.5730 	 468384074.9414520264 	 0.000000000709000
100 	 20 	 0.000000000322500 	 0.000000000046284 	 0.120631448759907 	 33.501 	    72.6351 	 3100775193.7984495163 	 0.000000000513000
2 	 5 	 0.000000137800000 	 0.000000016820947 	 0.876818301843441 	 -10.482 	     2.1598 	 7256894.0493468801 	 0.000000000640000
5 	 5 	 0.000000060600000 	 0.000000014281936 	 1.861170923724305 	 15.956 	 3030000.0000 	 16501650.1650165021 	 0.000000000491000
8 	 5 	 0.000000059400000 	 0.000000012060302 	 2.514648714720833 	 19.798 	  6875.0000 	 16835016.8350168355 	 0.000000000438000
10 	 5 	 0.000000003480000 	 0.000000000321608 	 0.083821623824028 	 39.466 	   178.6448 	 287356321.8390804529 	 0.000000000430000
15 	 5 	 0.000000018220000 	 0.000000003819095 	 1.493072674365498 	 28.054 	   813.3929 	 54884742.0417124033 	 0.000000000468000
25 	 5 	 0.000000017500000 	 0.000000003618090 	 2.357483170050790 	 30.259 	   591.2162 	 57142857.1428571492 	 0.000000000481000
50 	 5 	 0.000000007520000 	 0.000000001809045 	 2.357483170050783 	 31.334 	   372.2772 	 132978723.4042553306 	 0.000000000476000
75 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 5 	 0.000000003860000 	 0.000000000690823 	 1.800510538062162 	 28.976 	   469.5864 	 259067357.5129533410 	 0.000000000430000
