Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
2 	 20 	 0.000000031950000 	 0.000000002010050 	 0.104777029780034 	 17.428 	  2719.1489 	 31298904.5383411571 	 0.000000000643000
5 	 20 	 0.000000012950000 	 0.000000002579564 	 0.336159637210943 	 3.983 	 99615.3846 	 77220077.2200772315 	 0.000000000577000
8 	 20 	 0.000000009750000 	 0.000000001862647 	 0.388373523717992 	 4.940 	 26351.3514 	 102564102.5641025603 	 0.000000000559000
10 	 20 	 0.000000008250000 	 0.000000001686767 	 0.439626954118726 	 4.483 	 16666.6667 	 121212121.2121212184 	 0.000000000541000
15 	 20 	 0.000000004890000 	 0.000000000867672 	 0.339215633912861 	 8.265 	 10294.7368 	 204498977.5051124692 	 0.000000000508000
25 	 20 	 0.000000001240000 	 0.000000000258291 	 0.168298104084180 	 7.354 	 49600.0000 	 806451612.9032256603 	 0.000000000522000
50 	 20 	 0.000000003295000 	 0.000000000452261 	 0.589370792512691 	 15.648 	   337.9487 	 303490136.5705614686 	 0.000000000599000
75 	 20 	 0.000000001135000 	 0.000000000218090 	 0.426311539917513 	 11.088 	  3242.8571 	 881057268.7224669456 	 0.000000000546000
100 	 20 	 0.000000000147000 	 0.000000000023082 	 0.060159477932036 	 11.262 	  9800.0000 	 6802721088.4353733063 	 0.000000000484000
2 	 5 	 0.000000174200000 	 0.000000036180905 	 1.885986536040614 	 -0.692 	 280967.7419 	 5740528.1285878308 	 0.000000000505000
5 	 5 	 0.000000022600000 	 0.000000012060302 	 1.571655446700514 	 -5.005 	 226000.0000 	 44247787.6106194705 	 0.000000000429000
8 	 5 	 0.000000037400000 	 0.000000007557789 	 1.575846527891709 	 6.124 	  8538.8128 	 26737967.9144385047 	 0.000000000516000
10 	 5 	 0.000000031600000 	 0.000000006378559 	 1.662462205843206 	 6.446 	 21351.3514 	 31645569.6202531643 	 0.000000000523000
15 	 5 	 0.000000028200000 	 0.000000003015075 	 1.178741585025386 	 20.259 	   815.0289 	 35460992.9078014120 	 0.000000000596000
25 	 5 	 0.000000003720000 	 0.000000000649246 	 0.423037257736886 	 7.098 	  3321.4286 	 268817204.3010752797 	 0.000000000523000
50 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
75 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 5 	 0.000000000248000 	 0.000000000025675 	 0.066917596352848 	 12.360 	  6200.0000 	 4032258064.5161290169 	 0.000000000354000
